plant name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Phyllanthus emblica,Quercetin3-O-alpha-rhamnopyranoside,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@@H]1O)O)O)c1ccc(c(c1)O)O,C21H20O11,448.38,32,16,0.29,3,11,7,109,190.28,2.34,0.86,0.49,-1.84,0.01,0.37,-3.33,2.08E-01,4.64E-04,Soluble,-4.44,1.63E-02,3.63E-05,Moderately soluble,-2.08,3.69E+00,8.22E-03,Soluble,Low,No,Yes,No,No,No,No,No,-8.42,2,0,1,1,3,0.17,1,1,1,5.28
Phyllanthus emblica,Myricitrin,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@@H]1O)O)O)c1cc(O)c(c(c1)O)O,C21H20O12,464.38,33,16,0.29,3,12,8,111.02,210.51,1.41,0.51,0.19,-2.32,-0.46,-0.14,-3.2,2.92E-01,6.29E-04,Soluble,-4.5,1.46E-02,3.15E-05,Moderately soluble,-1.49,1.49E+01,3.21E-02,Soluble,Low,No,No,No,No,No,No,No,-8.77,2,0,1,1,3,0.17,1,1,1,5.32
Phyllanthus emblica,dihydrokaempferol,Oc1ccc(cc1)[C@@H]1Oc2cc(O)cc(c2C(=O)[C@@H]1O)O,C15H12O6,288.25,21,12,0.13,1,6,4,72.73,107.22,1.51,1.31,1.16,-0.1,1.15,1.01,-2.81,4.47E-01,1.55E-03,Soluble,-3.16,1.98E-01,6.88E-04,Soluble,-2.61,7.12E-01,2.47E-03,Soluble,High,No,No,No,No,No,No,No,-7.13,0,0,0,0,0,0.55,0,0,0,3.42
Phyllanthus emblica,(2S)-Eriodictyol 7-O-beta-D-glucopyranoside,OC[C@H]1O[C@@H](Oc2cc3O[C@@H](CC(=O)c3c(c2)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C21H22O11,450.39,32,12,0.38,4,11,7,105.72,186.37,1.47,0.3,-0.64,-1.91,-0.59,-0.27,-2.83,6.59E-01,1.46E-03,Soluble,-3.78,7.54E-02,1.67E-04,Soluble,-1.11,3.46E+01,7.67E-02,Soluble,Low,No,Yes,No,No,No,No,No,-8.83,2,1,1,1,3,0.17,1,1,1,5.05
Phyllanthus emblica,(-)-Epigallocatechin,Oc1cc2O[C@H](c3cc(O)c(c(c3)O)O)[C@@H](Cc2c(c1)O)O,C15H14O7,306.27,22,12,0.2,1,7,6,76.36,130.61,0.98,0,0.93,-0.29,0.49,0.42,-2.08,2.57E+00,8.39E-03,Soluble,-2.29,1.56E+00,5.08E-03,Soluble,-1.56,8.42E+00,2.75E-02,Soluble,High,No,No,No,No,No,No,No,-8.17,1,0,0,0,1,0.55,1,1,0,3.53
Phyllanthus emblica,(-)-Epicatechin 3-O-gallate,Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O,C22H18O10,442.37,32,18,0.14,4,10,7,110.04,177.14,1.7,1.53,2.2,0.32,1.04,1.36,-3.7,8.85E-02,2.00E-04,Soluble,-4.86,6.12E-03,1.38E-05,Moderately soluble,-3.09,3.60E-01,8.15E-04,Soluble,Low,No,No,No,No,No,No,No,-7.91,1,0,1,1,2,0.55,1,1,1,4.16
Phyllanthus emblica,Ethyl gallate,CCOC(=O)c1cc(O)c(c(c1)O)O,C9H10O5,198.17,14,6,0.22,3,5,3,48.6,86.99,1.21,1.3,0.98,0.49,0.62,0.92,-2.01,1.95E+00,9.84E-03,Soluble,-2.73,3.72E-01,1.87E-03,Soluble,-1.16,1.38E+01,6.95E-02,Soluble,High,No,No,No,No,No,No,No,-6.59,0,0,0,0,1,0.55,1,1,1,1.69
Phyllanthus emblica,Glochidacuminoside A,OC[C@H]1O[C@@H](Oc2ccccc2CC(=O)O)[C@@H]([C@H]([C@@H]1O)O)O,C14H18O8,314.29,22,6,0.5,5,8,5,72.13,136.68,0.58,-0.87,-1.51,-1.29,-0.93,-0.8,-1.11,2.43E+01,7.72E-02,Very soluble,-1.52,9.52E+00,3.03E-02,Very soluble,0.02,3.29E+02,1.05E+00,Soluble,Low,No,No,No,No,No,No,No,-8.83,0,1,0,1,0,0.56,0,0,0,4.34
Phyllanthus emblica,L-Malic acid 2-O-gallate,OC(=O)C[C@@H](C(=O)O)OC(=O)c1cc(O)c(c(c1)O)O,C11H10O9,286.19,20,6,0.18,6,9,5,61.76,161.59,-0.25,-0.16,-0.11,-0.63,-0.8,-0.39,-1.34,1.31E+01,4.58E-02,Very soluble,-2.78,4.77E-01,1.67E-03,Soluble,0.44,7.92E+02,2.77E+00,Soluble,Low,No,No,No,No,No,No,No,-8.16,0,0,1,1,1,0.11,1,1,0,2.81
Phyllanthus emblica,Mucic acid 1-methyl ester 2-O-gallate,COC(=O)[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)OC(=O)c1cc(O)c(c(c1)O)O,C14H16O12,376.27,26,6,0.36,9,12,7,79.17,211.28,0.06,-1.63,-2.33,-2.1,-1.71,-1.54,-0.72,7.12E+01,1.89E-01,Very soluble,-2.3,1.90E+00,5.05E-03,Soluble,1.78,2.25E+04,5.98E+01,Soluble,Low,No,No,No,No,No,No,No,-9.75,2,1,1,1,3,0.11,1,2,2,3.94
Phyllanthus emblica,Mucic acid 6-methyl ester 2-O-gallate,COC(=O)[C@H]([C@@H]([C@@H]([C@H](C(=O)O)OC(=O)c1cc(O)c(c(c1)O)O)O)O)O,C14H16O12,376.27,26,6,0.36,9,12,7,79.17,211.28,0.26,-1.63,-2.33,-2.1,-1.71,-1.5,-0.72,7.12E+01,1.89E-01,Very soluble,-2.3,1.90E+00,5.05E-03,Soluble,1.78,2.25E+04,5.98E+01,Soluble,Low,No,No,No,No,No,No,No,-9.75,2,1,1,1,3,0.11,1,2,2,3.9
Phyllanthus emblica,Mucic acid dimethyl ester 2-O-gallate,COC(=O)[C@@H]([C@H]([C@H]([C@@H](C(=O)OC)O)O)O)OC(=O)c1cc(O)c(c(c1)O)O,C15H18O12,390.3,27,6,0.4,10,12,6,83.49,200.28,1.62,-1.3,-2.24,-1.85,-1.16,-0.99,-0.95,4.43E+01,1.13E-01,Very soluble,-2.41,1.53E+00,3.91E-03,Soluble,1.08,4.75E+03,1.22E+01,Soluble,Low,No,No,No,No,No,No,No,-9.6,2,1,1,1,3,0.17,1,2,2,4.05
Phyllanthus emblica,Multifidol glucoside,OC[C@H]1O[C@@H](Oc2cc(O)cc(c2C(=O)[C@@H](CC)C)O)[C@@H]([C@H]([C@@H]1O)O)O,C17H24O9,372.37,26,6,0.59,6,9,6,89.25,156.91,1.29,0.69,-0.49,-1.59,-0.26,-0.07,-2.36,1.63E+00,4.38E-03,Soluble,-3.56,1.02E-01,2.74E-04,Soluble,-0.19,2.40E+02,6.46E-01,Soluble,Low,No,Yes,No,No,No,No,No,-8.08,1,1,1,1,2,0.55,0,0,1,4.84
Phyllanthus emblica,"1,6-Di-O-galloyl-beta-glucose",OCC(O[C@@H]1O[C@H](C)[C@H]([C@H]([C@@H]1O)O)O)CO,C9H18O7,238.24,16,0,1,4,7,5,51.24,119.61,0.28,-2.85,-2.82,-2.55,-1.92,-1.97,0.74,1.32E+03,5.53E+00,Highly soluble,0.89,1.87E+03,7.84E+00,Highly soluble,2.02,2.52E+04,1.06E+02,Soluble,Low,No,Yes,No,No,No,No,No,-9.78,0,1,0,0,1,0.55,0,0,1,4.55
Phyllanthus emblica,Phyllaemblic acid B,OC[C@@H]1CO[C@@]2(C[C@@H]1O)O[C@H]1[C@@H]([C@@]2(O)CO)[C@H](O)C[C@@H](C1)C(=O)O,C15H24O9,348.35,24,0,0.93,3,9,6,77.7,156.91,1.39,-2.43,-2.33,-1.78,-1.67,-1.37,-0.27,1.87E+02,5.36E-01,Very soluble,-0.32,1.65E+02,4.73E-01,Very soluble,1.45,9.75E+03,2.80E+01,Soluble,Low,No,Yes,No,No,No,No,No,-10.15,1,1,1,1,3,0.11,0,0,0,5.64
Phyllanthus emblica,Phyllaemblic acid C,OC[C@@H]1CO[C@@]2(C[C@@H]1O)O[C@H]1[C@@H]([C@@]2(O)CO)CC[C@@H](C1)C(=O)O,C15H24O8,332.35,23,0,0.93,3,8,5,76.54,136.68,1.9,-1.46,-1.3,-1,-0.79,-0.53,-0.78,5.48E+01,1.65E-01,Very soluble,-0.91,4.12E+01,1.24E-01,Very soluble,0.63,1.42E+03,4.28E+00,Soluble,Low,No,Yes,No,No,No,No,No,-9.36,0,1,0,1,0,0.56,0,0,0,5.52
Phyllanthus emblica,Phyllaemblic acid,C[C@@H]1CO[C@@]2(C[C@@H]1OC(=O)c1ccccc1)O[C@H]1[C@](C2=O)(O)[C@@H](O)C[C@@H](C1)C(=O)O,C21H24O9,420.41,30,6,0.57,4,9,3,100.41,139.59,1.89,0.71,0.52,0.25,0.66,0.81,-2.78,7.01E-01,1.67E-03,Soluble,-3.22,2.54E-01,6.03E-04,Soluble,-2.12,3.17E+00,7.53E-03,Soluble,High,No,Yes,No,No,No,No,No,-8.36,0,0,0,1,0,0.56,0,0,1,5.4
Vitis vinifera,Gibberellin A1,OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@](C5)(O)CC4)CC[C@@H]([C@@]2(C)C(=O)O3)O,C19H24O6,348.39,25,0,0.79,1,6,3,87.34,104.06,1.74,0.23,1.25,1.75,1.72,1.34,-2.08,2.91E+00,8.34E-03,Soluble,-1.98,3.69E+00,1.06E-02,Very soluble,-1.93,4.09E+00,1.17E-02,Soluble,High,No,Yes,No,No,No,No,No,-8.26,0,0,0,0,0,0.56,0,1,0,5.96
Vitis vinifera,Gibberellin A3,OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@](C5)(O)CC4)C=C[C@@H]([C@@]2(C)C(=O)O3)O,C19H22O6,346.37,25,0,0.68,1,6,3,86.87,104.06,1.69,0.24,1.03,1.66,1.31,1.18,-2.07,2.93E+00,8.46E-03,Soluble,-1.99,3.58E+00,1.03E-02,Very soluble,-1.46,1.19E+01,3.44E-02,Soluble,High,No,Yes,No,No,No,No,No,-8.24,0,0,0,0,0,0.56,0,1,0,6.69
Vitis vinifera,Gibberellin A19,O=C[C@]12CCC[C@@]([C@H]2[C@@H]([C@@]23[C@H]1CC[C@](C3)(C(=C)C2)O)C(=O)O)(C)C(=O)O,C20H26O6,362.42,26,0,0.75,3,6,3,93.49,111.9,1.44,0.69,2.25,1.89,2.32,1.72,-2.32,1.72E+00,4.75E-03,Soluble,-2.62,8.75E-01,2.41E-03,Soluble,-2.15,2.58E+00,7.13E-03,Soluble,High,No,Yes,No,No,No,No,No,-8.02,0,0,0,0,0,0.56,0,2,1,5.41
Vitis vinifera,Indoleacetic acid,OC(=O)Cc1c[nH]c2c1cccc2,C10H9NO2,175.18,13,9,0.1,2,2,2,49.84,53.09,1.01,1.41,1.79,1.11,2.21,1.51,-2.19,1.12E+00,6.39E-03,Soluble,-2.13,1.30E+00,7.43E-03,Soluble,-3.06,1.53E-01,8.75E-04,Soluble,High,Yes,No,No,No,No,No,No,-6.37,0,0,0,0,1,0.85,0,0,1,1.45
Vitis vinifera,Methyl indole-3-acetate,COC(=O)Cc1c[nH]c2c1cccc2,C11H11NO2,189.21,14,9,0.18,3,2,1,54.16,42.09,1.82,1.74,1.88,1.4,2.7,1.91,-2.39,7.76E-01,4.10E-03,Soluble,-2.24,1.09E+00,5.75E-03,Soluble,-3.77,3.24E-02,1.71E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.22,0,0,0,0,1,0.55,0,0,1,1.65
Vitis vinifera,p-Coumaric acid,OC(=O)/C=C/c1ccc(cc1)O,C9H8O3,164.16,12,6,0,2,3,2,45.13,57.53,0.95,1.46,1.38,1.28,1.22,1.26,-2.02,1.58E+00,9.65E-03,Soluble,-2.27,8.73E-01,5.32E-03,Soluble,-1.28,8.67E+00,5.28E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.26,0,0,0,0,1,0.85,0,1,1,1.61
Vitis vinifera,Cinnamate,OC(=O)/C=C/c1ccccc1,C9H8O2,148.16,11,6,0,2,2,1,43.11,37.3,1.55,2.13,1.68,1.9,1.7,1.79,-2.37,6.29E-01,4.25E-03,Soluble,-2.54,4.23E-01,2.85E-03,Soluble,-1.84,2.14E+00,1.45E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.69,0,2,0,0,1,0.85,0,1,1,1.67
Vitis vinifera,4-hydroxybenzoic acid,Oc1ccc(cc1)C(=O)O,C7H6O3,138.12,10,6,0,1,3,2,35.42,57.53,0.85,1.58,1.09,0.99,0.74,1.05,-2.07,1.18E+00,8.52E-03,Soluble,-2.4,5.51E-01,3.99E-03,Soluble,-1.17,9.40E+00,6.81E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.02,0,3,0,0,1,0.85,0,0,1,1
Vitis vinifera,Catechin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](Cc2c(c1)O)O,C15H14O6,290.27,21,12,0.2,1,6,5,74.33,110.38,1.33,0.36,1.22,0.24,0.98,0.83,-2.22,1.74E+00,5.98E-03,Soluble,-2.24,1.66E+00,5.72E-03,Soluble,-2.14,2.09E+00,7.19E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,0,0,0,0,0.55,1,1,0,3.5
Vitis vinifera,Epicatechin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@@H](Cc2c(c1)O)O,C15H14O6,290.27,21,12,0.2,1,6,5,74.33,110.38,1.47,0.36,1.22,0.24,0.98,0.85,-2.22,1.74E+00,5.98E-03,Soluble,-2.24,1.66E+00,5.72E-03,Soluble,-2.14,2.09E+00,7.19E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.82,0,0,0,0,0,0.55,1,1,0,3.5
Vitis vinifera,Epigallocatechin gallate,Oc1cc(O)c2c(c1)O[C@@H]([C@@H](C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,C22H18O11,458.37,33,18,0.14,4,11,8,112.06,197.37,1.53,1.17,1.91,-0.18,0.57,1,-3.56,1.27E-01,2.76E-04,Soluble,-4.91,5.64E-03,1.23E-05,Moderately soluble,-2.5,1.46E+00,3.18E-03,Soluble,Low,No,No,No,No,No,No,No,-8.27,2,0,1,1,3,0.17,1,1,1,4.2
Vitis vinifera,Butanoic acid,CCCC(=O)O,C4H8O2,88.11,6,0,0.75,2,2,1,23.11,37.3,1.1,0.79,0.87,0.49,0.13,0.68,-0.75,1.56E+01,1.77E-01,Very soluble,-1.15,6.18E+00,7.01E-02,Very soluble,-0.35,3.94E+01,4.48E-01,Soluble,High,Yes,No,No,No,No,No,No,-6.28,0,3,0,0,2,0.85,0,0,1,1
Vitis vinifera,Tartaric acid,O[C@H]([C@H](C(=O)O)O)C(=O)O,C4H6O6,150.09,10,0,0.5,3,6,4,27.21,115.06,-0.29,-1.88,-2.12,-2.18,-1.88,-1.67,0.61,6.14E+02,4.09E+00,Highly soluble,-0.02,1.44E+02,9.63E-01,Very soluble,2.44,4.17E+04,2.78E+02,Soluble,Low,No,No,No,No,No,No,No,-8.55,0,4,0,0,2,0.56,0,0,1,2.57
Vitis vinifera,Eutypine,Cc1ccccc1O,C7H8O,108.14,8,6,0.14,0,1,1,33.43,20.23,1.55,1.95,1.7,1.81,1.87,1.78,-2.29,5.50E-01,5.08E-03,Soluble,-2,1.08E+00,1.00E-02,Very soluble,-2.14,7.78E-01,7.19E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-5.58,0,3,0,0,2,0.55,0,0,1,1
Vitis vinifera,Cyanidin-3-O-glucoside,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2ccc(c(c2)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C21H21O11,449.38,32,16,0.29,4,11,8,108.29,193.44,-2.48,0.14,0.38,-1.76,-1.91,-1.13,-2.82,6.80E-01,1.51E-03,Soluble,-3.76,7.83E-02,1.74E-04,Soluble,-0.93,5.23E+01,1.16E-01,Soluble,Low,No,No,No,No,No,No,No,-8.94,2,0,1,1,3,0.17,1,2,1,5.27
Vitis vinifera,Pyrocatechin,Oc1ccccc1O,C6H6O2,110.11,8,6,0,0,2,2,30.49,40.46,1.13,0.88,1.1,0.79,0.94,0.97,-1.63,2.57E+00,2.33E-02,Very soluble,-1.31,5.34E+00,4.85E-02,Very soluble,-1.18,7.21E+00,6.55E-02,Soluble,High,Yes,No,No,No,No,No,Yes,-6.35,0,3,0,0,1,0.55,1,1,1,1
Vitis vinifera,Gallic acid,OC(=O)c1cc(O)c(c(c1)O)O,C7H6O5,170.12,12,6,0,1,5,4,39.47,97.99,0.21,0.7,0.5,-0.16,-0.2,0.21,-1.64,3.90E+00,2.29E-02,Very soluble,-2.34,7.86E-01,4.62E-03,Soluble,-0.04,1.55E+02,9.10E-01,Soluble,High,No,No,No,No,No,No,Yes,-6.84,0,2,0,0,1,0.56,1,1,1,1.22
Vitis vinifera,Gentisic acid,Oc1ccc(c(c1)C(=O)O)O,C7H6O4,154.12,11,6,0,1,4,3,37.45,77.76,0.49,1.74,0.8,0.4,0.26,0.74,-2.23,9.09E-01,5.90E-03,Soluble,-2.99,1.58E-01,1.02E-03,Soluble,-0.6,3.83E+01,2.48E-01,Soluble,High,No,No,No,No,No,No,Yes,-6,0,3,0,0,1,0.56,0,1,1,1.1
Vitis vinifera,Sinapic acid,COc1cc(/C=C/C(=O)O)cc(c1O)OC,C11H12O5,224.21,16,6,0.18,4,5,2,58.12,75.99,1.63,1.46,1.4,0.73,1.33,1.31,-2.16,1.54E+00,6.86E-03,Soluble,-2.66,4.88E-01,2.18E-03,Soluble,-1.55,6.33E+00,2.82E-02,Soluble,High,No,No,No,No,No,No,No,-6.63,0,0,0,0,0,0.56,0,1,1,2.17
Vitis vinifera,(E)-Piceid,OC[C@H]1O[C@@H](Oc2cc(/C=C/c3ccc(cc3)O)cc(c2)O)[C@@H]([C@H]([C@H]1O)O)O,C20H22O8,390.38,28,12,0.3,5,8,6,100,139.84,1.79,1.03,0.23,-0.36,0.47,0.63,-2.9,4.96E-01,1.27E-03,Soluble,-3.56,1.08E-01,2.78E-04,Soluble,-1.61,9.67E+00,2.48E-02,Soluble,High,No,Yes,No,No,No,No,No,-7.95,1,0,0,1,1,0.55,0,1,1,4.82
Vitis vinifera,Pinosylvin,Oc1cc(/C=C/c2ccccc2)cc(c1)O,C14H12O2,212.24,16,12,0,2,2,2,65.86,40.46,2.05,3.48,3.05,2.87,3.07,2.9,-3.77,3.59E-02,1.69E-04,Soluble,-4.01,2.06E-02,9.73E-05,Moderately soluble,-3.86,2.92E-02,1.38E-04,Soluble,High,Yes,No,Yes,No,Yes,No,No,-5.12,0,0,0,0,0,0.55,0,1,1,1.98
Vitis vinifera,Pterostilbene,COc1cc(/C=C/c2ccc(cc2)O)cc(c1)OC,C16H16O3,256.3,19,12,0.12,4,3,1,76.82,38.69,3.02,3.78,3.36,2.76,3.61,3.31,-4.01,2.48E-02,9.69E-05,Moderately soluble,-4.29,1.33E-02,5.17E-05,Moderately soluble,-4.69,5.24E-03,2.05E-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-5.18,0,0,0,0,0,0.55,0,1,1,2.29
Vitis vinifera,Resveratrol,Oc1ccc(cc1)/C=C/c1cc(O)cc(c1)O,C14H12O3,228.24,17,12,0,2,3,3,67.88,60.69,1.71,3.13,2.76,2.26,2.57,2.48,-3.62,5.51E-02,2.41E-04,Soluble,-4.07,1.93E-02,8.44E-05,Moderately soluble,-3.29,1.18E-01,5.16E-04,Soluble,High,Yes,No,Yes,No,Yes,No,Yes,-5.47,0,0,0,0,0,0.55,0,1,1,2.02
Vitis vinifera,(-)-epsilon-Viniferin,Oc1ccc(cc1)/C=C/c1cc(O)cc2c1[C@@H](c1cc(O)cc(c1)O)[C@@H](O2)c1ccc(cc1)O,C28H22O6,454.47,34,24,0.07,4,6,5,130.24,110.38,2.51,5.4,5.11,2.86,4.46,4.07,-6.32,2.18E-04,4.81E-07,Poorly soluble,-7.47,1.53E-05,3.37E-08,Poorly soluble,-6.87,6.20E-05,1.36E-07,Poorly soluble,High,No,No,No,No,Yes,No,No,-5.24,0,1,0,0,1,0.55,0,1,2,4.45
Vitis vinifera,Procyanidin B4,Oc1cc(O)c2c(c1)O[C@@H]([C@H]([C@H]2c1c(O)cc(c2c1O[C@H]([C@H](C2)O)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O,C30H26O12,578.52,42,24,0.2,3,12,10,146.71,220.76,1.88,2.37,2.35,-0.26,1.14,1.5,-5.14,4.15E-03,7.17E-06,Moderately soluble,-6.65,1.31E-04,2.26E-07,Poorly soluble,-3.91,7.05E-02,1.22E-04,Soluble,Low,No,No,No,No,No,No,Yes,-8.15,3,2,1,1,3,0.17,1,1,1,5.32
Vitis vinifera,beta-Caryophyllene,CC1=CCCC(=C)[C@@H]2[C@@H](CC1)C(C2)(C)C,C15H24,204.35,15,0,0.73,0,0,0,68.78,0,3.29,4.38,4.73,4.63,4.19,4.24,-3.87,2.78E-02,1.36E-04,Soluble,-4.1,1.64E-02,8.01E-05,Moderately soluble,-3.77,3.49E-02,1.71E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.44,1,0,0,0,1,0.55,0,1,2,4.51
Vitis vinifera,Nigakilactone D,COC1=C[C@H](C)[C@H]2[C@@](C1=O)(C)[C@H]1C(=O)C(=C([C@H]3[C@@]1([C@@H](C2)OC(=O)C3)C)C)OC,C22H28O6,388.45,28,0,0.68,2,6,0,101.8,78.9,2.33,2.38,2.82,1.43,3.08,2.41,-3.62,9.41E-02,2.42E-04,Soluble,-3.68,8.16E-02,2.10E-04,Soluble,-4,3.84E-02,9.89E-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-6.98,0,0,0,0,0,0.55,0,0,1,5.18
Vitis vinifera,Quercetin-3-O-glucoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@@H]([C@@H]1O)O)O,C21H20O12,464.38,33,16,0.29,4,12,8,110.16,210.51,1.64,0.36,-0.54,-2.59,-0.59,-0.34,-3.04,4.23E-01,9.10E-04,Soluble,-4.35,2.10E-02,4.51E-05,Moderately soluble,-1.51,1.43E+01,3.08E-02,Soluble,Low,No,No,No,No,No,No,No,-8.88,2,1,1,1,3,0.17,1,1,1,5.32
Vitis vinifera,Laricitrin 3-glucoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2cc(O)c(c(c2)OC)O)[C@@H]([C@@H]([C@@H]1O)O)O,C22H22O13,494.4,35,16,0.32,5,13,8,116.65,219.74,2.38,0.33,-0.53,-2.85,-0.52,-0.24,-3.12,3.74E-01,7.56E-04,Soluble,-4.51,1.53E-02,3.10E-05,Moderately soluble,-1.61,1.22E+01,2.48E-02,Soluble,Low,No,Yes,No,No,No,No,No,-9.08,2,2,1,1,3,0.17,1,1,1,5.48
Vitis vinifera,Cyanidin,Oc1cc(O)c2c(c1)[o+]c(c(c2)O)c1ccc(c(c1)O)O,C15H11O6,287.24,21,16,0,1,6,5,76.17,114.29,-2.62,0.77,2.91,0.32,0.24,0.32,-2.6,7.15E-01,2.49E-03,Soluble,-2.75,5.10E-01,1.78E-03,Soluble,-2.66,6.34E-01,2.21E-03,Soluble,High,No,Yes,Yes,No,No,No,No,-7.51,0,0,0,0,0,0.55,1,2,0,3.15
Vitis vinifera,Callistephin,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2ccc(cc2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C21H21O10,433.39,31,16,0.29,4,10,7,106.27,173.21,-2.68,0.49,0.68,-1.27,-1.44,-0.84,-2.95,4.82E-01,1.11E-03,Soluble,-3.7,8.71E-02,2.01E-04,Soluble,-1.52,1.30E+01,2.99E-02,Soluble,Low,No,No,No,No,No,No,No,-8.6,1,0,1,1,2,0.55,0,1,1,5.23
Vitis vinifera,Oxycoccicyanin,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2ccc(c(c2)OC)O)O)[C@@H]([C@@H]([C@@H]1O)O)O,C22H23O11,463.41,33,16,0.32,5,11,7,112.76,182.44,-1.41,0.46,0.69,-1.54,-1.37,-0.64,-3.03,4.31E-01,9.30E-04,Soluble,-3.86,6.40E-02,1.38E-04,Soluble,-1.62,1.11E+01,2.39E-02,Soluble,Low,No,No,No,No,No,No,No,-8.8,2,0,1,1,3,0.17,0,1,1,5.38
Vitis vinifera,Peonin,OC[C@@H]1O[C@@H](Oc2cc(O)cc3c2cc(O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)c([o+]3)c2ccc(c(c2)OC)O)[C@@H]([C@H]([C@@H]1O)O)O,C28H33O16,625.55,44,16,0.46,8,16,10,144.89,261.59,-0.8,-2.51,-1.84,-3.62,-3.47,-2.45,-1.88,8.28E+00,1.32E-02,Very soluble,-2.44,2.27E+00,3.63E-03,Soluble,0.18,9.47E+02,1.51E+00,Soluble,Low,No,No,No,No,No,No,No,-11.9,3,4,1,1,5,0.17,0,1,2,6.67
Vitis vinifera,Myrtillin,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2cc(O)c(c(c2)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C21H21O12,465.38,33,16,0.29,4,12,9,110.32,213.67,-2.97,-0.22,0.09,-2.25,-2.38,-1.55,-2.68,9.69E-01,2.08E-03,Soluble,-3.81,7.21E-02,1.55E-04,Soluble,-0.34,2.11E+02,4.54E-01,Soluble,Low,No,No,No,No,No,No,No,-9.3,2,0,1,1,3,0.17,1,2,1,5.3
Vitis vinifera,Delphin,OC[C@H]1O[C@@H](Oc2cc(O)cc3c2cc(O[C@@H]2O[C@@H](CO)[C@H]([C@H]([C@@H]2O)O)O)c([o+]3)c2cc(O)c(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,C27H31O17,627.52,44,16,0.44,7,17,12,142.44,292.82,-2.51,-3.19,-2.44,-4.28,-4.49,-3.38,-1.53,1.86E+01,2.96E-02,Very soluble,-2.39,2.56E+00,4.07E-03,Soluble,1.46,1.81E+04,2.88E+01,Soluble,Low,No,No,No,No,No,No,No,-12.39,3,4,1,1,5,0.17,1,2,1,6.59
